Flag,Duration,protocol,src_ip,src_port,dst_ip,dst_port,Predicted_Value,Real_Value
[<Flag 2 (S)>],4,TCP,192.168.101.13,50722,192.168.100.174,8081,BENIGN,PortScan
[<Flag 2 (S)>],4,TCP,192.168.101.13,50722,192.168.100.174,60443,BENIGN,PortScan
[<Flag 2 (S)>],4,TCP,192.168.101.13,50722,192.168.100.174,7496,BENIGN,PortScan
[<Flag 2 (S)>],3,TCP,192.168.101.13,50722,192.168.100.174,1600,BENIGN,PortScan
[<Flag 2 (S)>],3,TCP,192.168.101.13,50722,192.168.100.174,4899,BENIGN,PortScan
[<Flag 2 (S)>],9,TCP,192.168.101.13,50722,192.168.100.174,2160,BENIGN,PortScan
[<Flag 2 (S)>],4,TCP,192.168.101.13,50722,192.168.100.174,5221,BENIGN,PortScan
[<Flag 2 (S)>],4,TCP,192.168.101.13,50722,192.168.100.174,2605,BENIGN,PortScan
[<Flag 2 (S)>],4,TCP,192.168.101.13,50722,192.168.100.174,1039,BENIGN,PortScan
[<Flag 2 (S)>],4,TCP,192.168.101.13,50722,192.168.100.174,5061,BENIGN,PortScan
[<Flag 2 (S)>],4,TCP,192.168.101.13,50722,192.168.100.174,32769,BENIGN,PortScan
[<Flag 2 (S)>],8,TCP,192.168.101.13,50722,192.168.100.174,4001,BENIGN,PortScan
[<Flag 2 (S)>],4,TCP,192.168.101.13,50722,192.168.100.174,5431,BENIGN,PortScan
[<Flag 2 (S)>],4,TCP,192.168.101.13,50722,192.168.100.174,1169,BENIGN,PortScan
[<Flag 2 (S)>],4,TCP,192.168.101.13,50722,192.168.100.174,543,BENIGN,PortScan
[<Flag 2 (S)>],9,TCP,192.168.101.13,50722,192.168.100.174,211,BENIGN,PortScan
[<Flag 2 (S)>],4,TCP,192.168.101.13,50722,192.168.100.174,2710,BENIGN,PortScan
[<Flag 2 (S)>],11,TCP,192.168.101.13,50722,192.168.100.174,1272,BENIGN,PortScan
[<Flag 2 (S)>],4,TCP,192.168.101.13,50722,192.168.100.174,65129,BENIGN,PortScan
[<Flag 2 (S)>],10,TCP,192.168.101.13,50722,192.168.100.174,2869,BENIGN,PortScan
[<Flag 2 (S)>],5,TCP,192.168.101.13,50722,192.168.100.174,4002,BENIGN,PortScan
[<Flag 2 (S)>],4,TCP,192.168.101.13,50722,192.168.100.174,749,BENIGN,PortScan
[<Flag 2 (S)>],4,TCP,192.168.101.13,50722,192.168.100.174,13456,BENIGN,PortScan
[<Flag 2 (S)>],4,TCP,192.168.101.13,50722,192.168.100.174,5432,BENIGN,PortScan
[<Flag 2 (S)>],4,TCP,192.168.101.13,50722,192.168.100.174,50500,BENIGN,PortScan
[<Flag 2 (S)>],4,TCP,192.168.101.13,50722,192.168.100.174,617,BENIGN,PortScan
[<Flag 2 (S)>],9,TCP,192.168.101.13,50722,192.168.100.174,20221,BENIGN,PortScan
[<Flag 2 (S)>],4,TCP,192.168.101.13,50722,192.168.100.174,50800,BENIGN,PortScan
[<Flag 2 (S)>],4,TCP,192.168.101.13,50722,192.168.100.174,1914,BENIGN,PortScan
[<Flag 2 (S)>],4,TCP,192.168.101.13,50722,192.168.100.174,1503,BENIGN,PortScan
[<Flag 2 (S)>],4,TCP,192.168.101.13,50722,192.168.100.174,13,BENIGN,PortScan
[<Flag 2 (S)>],4,TCP,192.168.101.13,50722,192.168.100.174,3221,BENIGN,PortScan
[<Flag 2 (S)>],4,TCP,192.168.101.13,50722,192.168.100.174,89,BENIGN,PortScan
[<Flag 2 (S)>],3,TCP,192.168.101.13,50722,192.168.100.174,7800,BENIGN,PortScan
[<Flag 2 (S)>],4,TCP,192.168.101.13,50722,192.168.100.174,2301,BENIGN,PortScan
[<Flag 2 (S)>],3,TCP,192.168.101.13,50722,192.168.100.174,49999,BENIGN,PortScan
[<Flag 2 (S)>],3,TCP,192.168.101.13,50722,192.168.100.174,5730,BENIGN,PortScan
[<Flag 2 (S)>],3,TCP,192.168.101.13,50722,192.168.100.174,65000,BENIGN,PortScan
[<Flag 2 (S)>],3,TCP,192.168.101.13,50722,192.168.100.174,1054,BENIGN,PortScan
[<Flag 2 (S)>],3,TCP,192.168.101.13,50722,192.168.100.174,3851,BENIGN,PortScan
[<Flag 2 (S)>],3,TCP,192.168.101.13,50722,192.168.100.174,8192,BENIGN,PortScan
[<Flag 2 (S)>],4,TCP,192.168.101.13,50722,192.168.100.174,1076,BENIGN,PortScan
[<Flag 2 (S)>],4,TCP,192.168.101.13,50722,192.168.100.174,4444,BENIGN,PortScan
[<Flag 2 (S)>],4,TCP,192.168.101.13,50722,192.168.100.174,50001,BENIGN,PortScan
[<Flag 2 (S)>],3,TCP,192.168.101.13,50722,192.168.100.174,458,BENIGN,PortScan
[<Flag 2 (S)>],3,TCP,192.168.101.13,50722,192.168.100.174,23502,BENIGN,PortScan
[<Flag 2 (S)>],1,TCP,192.168.101.13,50722,192.168.100.174,3269,BENIGN,PortScan
[<Flag 2 (S)>],2,TCP,192.168.101.13,50722,192.168.100.174,999,BENIGN,PortScan
[<Flag 2 (S)>],2,TCP,192.168.101.13,50722,192.168.100.174,17988,BENIGN,PortScan
[<Flag 2 (S)>],2,TCP,192.168.101.13,50722,192.168.100.174,2013,BENIGN,PortScan
[<Flag 2 (S)>],2,TCP,192.168.101.13,50722,192.168.100.174,912,BENIGN,PortScan
[<Flag 2 (S)>],1,TCP,192.168.101.13,50722,192.168.100.174,1024,BENIGN,PortScan
[<Flag 2 (S)>],1,TCP,192.168.101.13,50722,192.168.100.174,3128,BENIGN,PortScan
[<Flag 2 (S)>],2,TCP,192.168.101.13,50722,192.168.100.174,1166,BENIGN,PortScan
[<Flag 2 (S)>],2,TCP,192.168.101.13,50722,192.168.100.174,5822,BENIGN,PortScan
[<Flag 2 (S)>],1,TCP,192.168.101.13,50722,192.168.100.174,1113,BENIGN,PortScan
[<Flag 2 (S)>],2,TCP,192.168.101.13,50722,192.168.100.174,50389,BENIGN,PortScan
[<Flag 2 (S)>],2,TCP,192.168.101.13,50722,192.168.100.174,1141,BENIGN,PortScan
[<Flag 2 (S)>],1,TCP,192.168.101.13,50722,192.168.100.174,1097,BENIGN,PortScan
[<Flag 2 (S)>],1,TCP,192.168.101.13,50722,192.168.100.174,6646,BENIGN,PortScan
[<Flag 2 (S)>],10,TCP,192.168.101.13,50720,192.168.100.174,2967,BENIGN,PortScan
[<Flag 2 (S)>],12,TCP,192.168.101.13,50720,192.168.100.174,27000,BENIGN,PortScan
[<Flag 2 (S)>],12,TCP,192.168.101.13,50720,192.168.100.174,1218,BENIGN,PortScan
[<Flag 2 (S)>],4,TCP,192.168.101.13,50720,192.168.100.174,9999,BENIGN,PortScan
[<Flag 2 (S)>],11,TCP,192.168.101.13,50720,192.168.100.174,280,BENIGN,PortScan
[<Flag 2 (S)>],10,TCP,192.168.101.13,50720,192.168.100.174,55055,BENIGN,PortScan
[<Flag 2 (S)>],4,TCP,192.168.101.13,50720,192.168.100.174,8443,BENIGN,PortScan
[<Flag 2 (S)>],4,TCP,192.168.101.13,50720,192.168.100.174,33899,BENIGN,PortScan
[<Flag 2 (S)>],13,TCP,192.168.101.13,50720,192.168.100.174,1035,BENIGN,PortScan
[<Flag 2 (S)>],4,TCP,192.168.101.13,50720,192.168.100.174,416,BENIGN,PortScan
[<Flag 2 (S)>],13,TCP,192.168.101.13,50720,192.168.100.174,5802,BENIGN,PortScan
[<Flag 2 (S)>],17,TCP,192.168.101.13,50720,192.168.100.174,6779,BENIGN,PortScan
[<Flag 2 (S)>],8,TCP,192.168.101.13,50720,192.168.100.174,19780,BENIGN,PortScan
[<Flag 2 (S)>],11,TCP,192.168.101.13,50720,192.168.100.174,425,BENIGN,PortScan
[<Flag 2 (S)>],5,TCP,192.168.101.13,50720,192.168.100.174,2008,BENIGN,PortScan
[<Flag 2 (S)>],5,TCP,192.168.101.13,50720,192.168.100.174,2383,BENIGN,PortScan
[<Flag 2 (S)>],4,TCP,192.168.101.13,50720,192.168.100.174,1093,BENIGN,PortScan
[<Flag 2 (S)>],3,TCP,192.168.101.13,50720,192.168.100.174,563,BENIGN,PortScan
[<Flag 2 (S)>],3,TCP,192.168.101.13,50720,192.168.100.174,1972,BENIGN,PortScan
[<Flag 2 (S)>],4,TCP,192.168.101.13,50720,192.168.100.174,2251,BENIGN,PortScan
[<Flag 2 (S)>],9,TCP,192.168.101.13,50720,192.168.100.174,49155,BENIGN,PortScan
[<Flag 2 (S)>],19,TCP,192.168.101.13,50720,192.168.100.174,52869,BENIGN,PortScan
[<Flag 2 (S)>],1,TCP,192.168.101.13,50720,192.168.100.174,2196,BENIGN,PortScan
[<Flag 2 (S)>],2,TCP,192.168.101.13,50720,192.168.100.174,34572,BENIGN,PortScan
[<Flag 2 (S)>],1,TCP,192.168.101.13,50720,192.168.100.174,2033,BENIGN,PortScan
[<Flag 2 (S)>],2,TCP,192.168.101.13,50720,192.168.100.174,687,BENIGN,PortScan
[<Flag 2 (S)>],8,TCP,192.168.101.13,50720,192.168.100.174,1124,BENIGN,PortScan
[<Flag 2 (S)>],4,TCP,192.168.101.13,50720,192.168.100.174,1072,BENIGN,PortScan
[<Flag 2 (S)>],5,TCP,192.168.101.13,50720,192.168.100.174,5950,BENIGN,PortScan
[<Flag 2 (S)>],1,TCP,192.168.101.13,50720,192.168.100.174,4449,BENIGN,PortScan
[<Flag 2 (S)>],12,TCP,192.168.101.13,50720,192.168.100.174,1058,BENIGN,PortScan
[<Flag 2 (S)>],4,TCP,192.168.101.13,50720,192.168.100.174,61532,BENIGN,PortScan
[<Flag 2 (S)>],4,TCP,192.168.101.13,50720,192.168.100.174,3527,BENIGN,PortScan
[<Flag 2 (S)>],4,TCP,192.168.101.13,50720,192.168.100.174,8082,BENIGN,PortScan
[<Flag 2 (S)>],4,TCP,192.168.101.13,50720,192.168.100.174,8500,BENIGN,PortScan
[<Flag 2 (S)>],4,TCP,192.168.101.13,50720,192.168.100.174,465,BENIGN,PortScan
[<Flag 2 (S)>],4,TCP,192.168.101.13,50720,192.168.100.174,5102,BENIGN,PortScan
[<Flag 2 (S)>],4,TCP,192.168.101.13,50720,192.168.100.174,7777,BENIGN,PortScan
[<Flag 2 (S)>],4,TCP,192.168.101.13,50720,192.168.100.174,1059,BENIGN,PortScan
[<Flag 2 (S)>],4,TCP,192.168.101.13,50720,192.168.100.174,1501,BENIGN,PortScan
[<Flag 2 (S)>],4,TCP,192.168.101.13,50720,192.168.100.174,31038,BENIGN,PortScan
[<Flag 2 (S)>],8,TCP,192.168.101.13,50720,192.168.100.174,8649,BENIGN,PortScan
[<Flag 2 (S)>],4,TCP,192.168.101.13,50720,192.168.100.174,1064,BENIGN,PortScan
[<Flag 2 (S)>],3,TCP,192.168.101.13,50720,192.168.100.174,1236,BENIGN,PortScan
[<Flag 2 (S)>],3,TCP,192.168.101.13,50720,192.168.100.174,2100,BENIGN,PortScan
[<Flag 2 (S)>],4,TCP,192.168.101.13,50720,192.168.100.174,1864,BENIGN,PortScan
[<Flag 2 (S)>],4,TCP,192.168.101.13,50720,192.168.100.174,843,BENIGN,PortScan
[<Flag 2 (S)>],6,TCP,192.168.101.13,50720,192.168.100.174,51493,BENIGN,PortScan
[<Flag 2 (S)>],1,TCP,192.168.101.13,50720,192.168.100.174,1259,BENIGN,PortScan
[<Flag 2 (S)>],2,TCP,192.168.101.13,50720,192.168.100.174,55555,BENIGN,PortScan
[<Flag 2 (S)>],1,TCP,192.168.101.13,50720,192.168.100.174,1163,BENIGN,PortScan
[<Flag 2 (S)>],1,TCP,192.168.101.13,50720,192.168.100.174,8087,BENIGN,PortScan
[<Flag 2 (S)>],2,TCP,192.168.101.13,50720,192.168.100.174,8899,BENIGN,PortScan
[<Flag 2 (S)>],1,TCP,192.168.101.13,50720,192.168.100.174,5120,BENIGN,PortScan
[<Flag 2 (S)>],1,TCP,192.168.101.13,50720,192.168.100.174,2049,BENIGN,PortScan
[<Flag 2 (S)>],2,TCP,192.168.101.13,50720,192.168.100.174,20222,BENIGN,PortScan
[<Flag 2 (S)>],2,TCP,192.168.101.13,50720,192.168.100.174,5033,BENIGN,PortScan
[<Flag 2 (S)>],2,TCP,192.168.101.13,50720,192.168.100.174,7,BENIGN,PortScan
[<Flag 2 (S)>],2,TCP,192.168.101.13,50720,192.168.100.174,54328,BENIGN,PortScan
[<Flag 2 (S)>],1,TCP,192.168.101.13,50720,192.168.100.174,1121,BENIGN,PortScan
[<Flag 2 (S)>],8,TCP,192.168.101.13,50720,192.168.100.174,7911,BENIGN,PortScan
[<Flag 2 (S)>],4,TCP,192.168.101.13,50720,192.168.100.174,58080,BENIGN,PortScan
[<Flag 2 (S)>],3,TCP,192.168.101.13,50720,192.168.100.174,9040,BENIGN,PortScan
[<Flag 2 (S)>],3,TCP,192.168.101.13,50720,192.168.100.174,27353,BENIGN,PortScan
[<Flag 2 (S)>],4,TCP,192.168.101.13,50720,192.168.100.174,783,BENIGN,PortScan
[<Flag 2 (S)>],3,TCP,192.168.101.13,50720,192.168.100.174,1761,BENIGN,PortScan
[<Flag 2 (S)>],3,TCP,192.168.101.13,50720,192.168.100.174,8022,BENIGN,PortScan
[<Flag 2 (S)>],3,TCP,192.168.101.13,50720,192.168.100.174,5911,BENIGN,PortScan
[<Flag 2 (S)>],3,TCP,192.168.101.13,50720,192.168.100.174,10243,BENIGN,PortScan
[<Flag 2 (S)>],4,TCP,192.168.101.13,50720,192.168.100.174,5050,BENIGN,PortScan
[<Flag 2 (S)>],3,TCP,192.168.101.13,50720,192.168.100.174,1092,BENIGN,PortScan
[<Flag 2 (S)>],4,TCP,192.168.101.13,50720,192.168.100.174,1148,BENIGN,PortScan
[<Flag 2 (S)>],4,TCP,192.168.101.13,50720,192.168.100.174,4,BENIGN,PortScan
[<Flag 2 (S)>],3,TCP,192.168.101.13,50720,192.168.100.174,1110,BENIGN,PortScan
[<Flag 2 (S)>],4,TCP,192.168.101.13,50720,192.168.100.174,1055,BENIGN,PortScan
[<Flag 2 (S)>],6,TCP,192.168.101.13,50722,192.168.100.174,2967,BENIGN,PortScan
[<Flag 2 (S)>],8,TCP,192.168.101.13,50722,192.168.100.174,27000,BENIGN,PortScan
[<Flag 2 (S)>],12,TCP,192.168.101.13,50722,192.168.100.174,9999,BENIGN,PortScan
[<Flag 2 (S)>],3,TCP,192.168.101.13,50722,192.168.100.174,1218,BENIGN,PortScan
[<Flag 2 (S)>],9,TCP,192.168.101.13,50722,192.168.100.174,280,BENIGN,PortScan
[<Flag 2 (S)>],11,TCP,192.168.101.13,50722,192.168.100.174,33899,BENIGN,PortScan
[<Flag 2 (S)>],5,TCP,192.168.101.13,50722,192.168.100.174,8443,BENIGN,PortScan
[<Flag 2 (S)>],4,TCP,192.168.101.13,50722,192.168.100.174,55055,BENIGN,PortScan
[<Flag 2 (S)>],14,TCP,192.168.101.13,50722,192.168.100.174,416,BENIGN,PortScan
[<Flag 2 (S)>],5,TCP,192.168.101.13,50722,192.168.100.174,1035,BENIGN,PortScan
[<Flag 2 (S)>],9,TCP,192.168.101.13,50722,192.168.100.174,5802,BENIGN,PortScan
[<Flag 2 (S)>],9,TCP,192.168.101.13,50722,192.168.100.174,6779,BENIGN,PortScan
[<Flag 2 (S)>],13,TCP,192.168.101.13,50722,192.168.100.174,19780,BENIGN,PortScan
[<Flag 2 (S)>],11,TCP,192.168.101.13,50722,192.168.100.174,1093,BENIGN,PortScan
[<Flag 2 (S)>],4,TCP,192.168.101.13,50722,192.168.100.174,2383,BENIGN,PortScan
[<Flag 2 (S)>],3,TCP,192.168.101.13,50722,192.168.100.174,2008,BENIGN,PortScan
[<Flag 2 (S)>],4,TCP,192.168.101.13,50722,192.168.100.174,425,BENIGN,PortScan
[<Flag 2 (S)>],11,TCP,192.168.101.13,50722,192.168.100.174,2196,BENIGN,PortScan
[<Flag 2 (S)>],4,TCP,192.168.101.13,50722,192.168.100.174,52869,BENIGN,PortScan
[<Flag 2 (S)>],4,TCP,192.168.101.13,50722,192.168.100.174,49155,BENIGN,PortScan
[<Flag 2 (S)>],4,TCP,192.168.101.13,50722,192.168.100.174,2251,BENIGN,PortScan
[<Flag 2 (S)>],4,TCP,192.168.101.13,50722,192.168.100.174,1972,BENIGN,PortScan
[<Flag 2 (S)>],3,TCP,192.168.101.13,50722,192.168.100.174,563,BENIGN,PortScan
[<Flag 2 (S)>],7,TCP,192.168.101.13,50722,192.168.100.174,687,BENIGN,PortScan
[<Flag 2 (S)>],7,TCP,192.168.101.13,50722,192.168.100.174,2033,BENIGN,PortScan
[<Flag 2 (S)>],4,TCP,192.168.101.13,50722,192.168.100.174,34572,BENIGN,PortScan
[<Flag 2 (S)>],10,TCP,192.168.101.13,50722,192.168.100.174,4449,BENIGN,PortScan
[<Flag 2 (S)>],3,TCP,192.168.101.13,50722,192.168.100.174,5950,BENIGN,PortScan
[<Flag 2 (S)>],2,TCP,192.168.101.13,50722,192.168.100.174,1072,BENIGN,PortScan
[<Flag 2 (S)>],1,TCP,192.168.101.13,50722,192.168.100.174,1124,BENIGN,PortScan
[<Flag 2 (S)>],7,TCP,192.168.101.13,50722,192.168.100.174,1058,BENIGN,PortScan
[<Flag 2 (S)>],6,TCP,192.168.101.13,50722,192.168.100.174,1121,BENIGN,PortScan
[<Flag 2 (S)>],2,TCP,192.168.101.13,50722,192.168.100.174,54328,BENIGN,PortScan
[<Flag 2 (S)>],1,TCP,192.168.101.13,50722,192.168.100.174,7,BENIGN,PortScan
[<Flag 2 (S)>],2,TCP,192.168.101.13,50722,192.168.100.174,5033,BENIGN,PortScan
[<Flag 2 (S)>],1,TCP,192.168.101.13,50722,192.168.100.174,20222,BENIGN,PortScan
[<Flag 2 (S)>],1,TCP,192.168.101.13,50722,192.168.100.174,2049,BENIGN,PortScan
[<Flag 2 (S)>],1,TCP,192.168.101.13,50722,192.168.100.174,5120,BENIGN,PortScan
[<Flag 2 (S)>],1,TCP,192.168.101.13,50722,192.168.100.174,8899,BENIGN,PortScan
[<Flag 2 (S)>],2,TCP,192.168.101.13,50722,192.168.100.174,8087,BENIGN,PortScan
[<Flag 2 (S)>],2,TCP,192.168.101.13,50722,192.168.100.174,1163,BENIGN,PortScan
[<Flag 2 (S)>],1,TCP,192.168.101.13,50722,192.168.100.174,55555,BENIGN,PortScan
[<Flag 2 (S)>],1,TCP,192.168.101.13,50722,192.168.100.174,1259,BENIGN,PortScan
[<Flag 2 (S)>],2,TCP,192.168.101.13,50722,192.168.100.174,51493,BENIGN,PortScan
[<Flag 2 (S)>],1,TCP,192.168.101.13,50722,192.168.100.174,843,BENIGN,PortScan
[<Flag 2 (S)>],1,TCP,192.168.101.13,50722,192.168.100.174,1864,BENIGN,PortScan
[<Flag 2 (S)>],2,TCP,192.168.101.13,50722,192.168.100.174,2100,BENIGN,PortScan
[<Flag 2 (S)>],4,TCP,192.168.101.13,50722,192.168.100.174,1236,BENIGN,PortScan
[<Flag 2 (S)>],3,TCP,192.168.101.13,50722,192.168.100.174,1064,BENIGN,PortScan
[<Flag 2 (S)>],4,TCP,192.168.101.13,50722,192.168.100.174,8649,BENIGN,PortScan
[<Flag 2 (S)>],4,TCP,192.168.101.13,50722,192.168.100.174,31038,BENIGN,PortScan
[<Flag 2 (S)>],2,TCP,192.168.101.13,50722,192.168.100.174,1501,BENIGN,PortScan
[<Flag 2 (S)>],1,TCP,192.168.101.13,50722,192.168.100.174,1059,BENIGN,PortScan
[<Flag 2 (S)>],1,TCP,192.168.101.13,50722,192.168.100.174,7777,BENIGN,PortScan
[<Flag 2 (S)>],2,TCP,192.168.101.13,50722,192.168.100.174,5102,BENIGN,PortScan
[<Flag 2 (S)>],1,TCP,192.168.101.13,50722,192.168.100.174,465,BENIGN,PortScan
[<Flag 2 (S)>],1,TCP,192.168.101.13,50722,192.168.100.174,8500,BENIGN,PortScan
[<Flag 2 (S)>],9,TCP,192.168.101.13,50722,192.168.100.174,8082,BENIGN,PortScan
[<Flag 2 (S)>],1,TCP,192.168.101.13,50722,192.168.100.174,3527,BENIGN,PortScan
[<Flag 2 (S)>],1,TCP,192.168.101.13,50722,192.168.100.174,61532,BENIGN,PortScan
[<Flag 2 (S)>],10,TCP,192.168.101.13,50722,192.168.100.174,1055,BENIGN,PortScan
[<Flag 2 (S)>],4,TCP,192.168.101.13,50722,192.168.100.174,1110,BENIGN,PortScan
[<Flag 2 (S)>],4,TCP,192.168.101.13,50722,192.168.100.174,4,BENIGN,PortScan
[<Flag 2 (S)>],3,TCP,192.168.101.13,50722,192.168.100.174,1148,BENIGN,PortScan
[<Flag 2 (S)>],4,TCP,192.168.101.13,50722,192.168.100.174,1092,BENIGN,PortScan
[<Flag 2 (S)>],4,TCP,192.168.101.13,50722,192.168.100.174,5050,BENIGN,PortScan
[<Flag 2 (S)>],3,TCP,192.168.101.13,50722,192.168.100.174,10243,BENIGN,PortScan
[<Flag 2 (S)>],4,TCP,192.168.101.13,50722,192.168.100.174,5911,BENIGN,PortScan
[<Flag 2 (S)>],5,TCP,192.168.101.13,50722,192.168.100.174,8022,BENIGN,PortScan
[<Flag 2 (S)>],3,TCP,192.168.101.13,50722,192.168.100.174,1761,BENIGN,PortScan
[<Flag 2 (S)>],3,TCP,192.168.101.13,50722,192.168.100.174,783,BENIGN,PortScan
[<Flag 2 (S)>],4,TCP,192.168.101.13,50722,192.168.100.174,27353,BENIGN,PortScan
[<Flag 2 (S)>],3,TCP,192.168.101.13,50722,192.168.100.174,9040,BENIGN,PortScan
[<Flag 2 (S)>],3,TCP,192.168.101.13,50722,192.168.100.174,58080,BENIGN,PortScan
[<Flag 2 (S)>],4,TCP,192.168.101.13,50722,192.168.100.174,7911,BENIGN,PortScan
[<Flag 2 (S)>],20,TCP,192.168.101.13,50720,192.168.100.174,1043,BENIGN,PortScan
[<Flag 2 (S)>],13,TCP,192.168.101.13,50720,192.168.100.174,1122,BENIGN,PortScan
[<Flag 2 (S)>],13,TCP,192.168.101.13,50720,192.168.100.174,683,BENIGN,PortScan
[<Flag 2 (S)>],4,TCP,192.168.101.13,50720,192.168.100.174,4111,BENIGN,PortScan
[<Flag 2 (S)>],14,TCP,192.168.101.13,50720,192.168.100.174,6005,BENIGN,PortScan
[<Flag 2 (S)>],10,TCP,192.168.101.13,50720,192.168.100.174,32780,BENIGN,PortScan
[<Flag 2 (S)>],4,TCP,192.168.101.13,50720,192.168.100.174,49161,BENIGN,PortScan
[<Flag 2 (S)>],4,TCP,192.168.101.13,50720,192.168.100.174,5904,BENIGN,PortScan
[<Flag 2 (S)>],13,TCP,192.168.101.13,50720,192.168.100.174,1999,BENIGN,PortScan
[<Flag 2 (S)>],5,TCP,192.168.101.13,50720,192.168.100.174,3914,BENIGN,PortScan
[<Flag 2 (S)>],9,TCP,192.168.101.13,50720,192.168.100.174,7001,BENIGN,PortScan
[<Flag 2 (S)>],9,TCP,192.168.101.13,50720,192.168.100.174,49157,BENIGN,PortScan
[<Flag 2 (S)>],5,TCP,192.168.101.13,50720,192.168.100.174,3011,BENIGN,PortScan
[<Flag 2 (S)>],5,TCP,192.168.101.13,50720,192.168.100.174,2045,BENIGN,PortScan
[<Flag 2 (S)>],1,TCP,192.168.101.13,50720,192.168.100.174,5922,BENIGN,PortScan
[<Flag 2 (S)>],1,TCP,192.168.101.13,50720,192.168.100.174,9502,BENIGN,PortScan
[<Flag 2 (S)>],2,TCP,192.168.101.13,50720,192.168.100.174,42,BENIGN,PortScan
[<Flag 2 (S)>],10,TCP,192.168.101.13,50720,192.168.100.174,1102,BENIGN,PortScan
[<Flag 2 (S)>],4,TCP,192.168.101.13,50720,192.168.100.174,1277,BENIGN,PortScan
[<Flag 2 (S)>],3,TCP,192.168.101.13,50720,192.168.100.174,19101,BENIGN,PortScan
[<Flag 2 (S)>],4,TCP,192.168.101.13,50720,192.168.100.174,10025,BENIGN,PortScan
[<Flag 2 (S)>],4,TCP,192.168.101.13,50720,192.168.100.174,9009,BENIGN,PortScan
[<Flag 2 (S)>],4,TCP,192.168.101.13,50720,192.168.100.174,8084,BENIGN,PortScan
[<Flag 2 (S)>],9,TCP,192.168.101.13,50720,192.168.100.174,7938,BENIGN,PortScan
[<Flag 2 (S)>],8,TCP,192.168.101.13,50720,192.168.100.174,16018,BENIGN,PortScan
[<Flag 2 (S)>],4,TCP,192.168.101.13,50720,192.168.100.174,2144,BENIGN,PortScan
None,10036299,UDP,192.168.100.197,55720,239.255.255.250,1900,BENIGN,BENIGN
[<Flag 2 (S)>],12,TCP,192.168.101.13,50720,192.168.100.174,2065,BENIGN,PortScan
[<Flag 2 (S)>],4,TCP,192.168.101.13,50720,192.168.100.174,1152,BENIGN,PortScan
[<Flag 2 (S)>],4,TCP,192.168.101.13,50720,192.168.100.174,3333,BENIGN,PortScan
[<Flag 2 (S)>],3,TCP,192.168.101.13,50720,192.168.100.174,9000,BENIGN,PortScan
[<Flag 2 (S)>],7,TCP,192.168.101.13,50720,192.168.100.174,2399,BENIGN,PortScan
[<Flag 2 (S)>],10,TCP,192.168.101.13,50720,192.168.100.174,5999,BENIGN,PortScan
[<Flag 2 (S)>],4,TCP,192.168.101.13,50720,192.168.100.174,24444,BENIGN,PortScan
[<Flag 2 (S)>],4,TCP,192.168.101.13,50720,192.168.100.174,2038,BENIGN,PortScan
[<Flag 2 (S)>],4,TCP,192.168.101.13,50720,192.168.100.174,5633,BENIGN,PortScan
[<Flag 2 (S)>],3,TCP,192.168.101.13,50720,192.168.100.174,49163,BENIGN,PortScan
[<Flag 2 (S)>],4,TCP,192.168.101.13,50720,192.168.100.174,1105,BENIGN,PortScan
[<Flag 2 (S)>],3,TCP,192.168.101.13,50720,192.168.100.174,5679,BENIGN,PortScan
[<Flag 2 (S)>],3,TCP,192.168.101.13,50720,192.168.100.174,5877,BENIGN,PortScan
[<Flag 2 (S)>],4,TCP,192.168.101.13,50720,192.168.100.174,2001,BENIGN,PortScan
[<Flag 2 (S)>],4,TCP,192.168.101.13,50720,192.168.100.174,32778,BENIGN,PortScan
[<Flag 2 (S)>],4,TCP,192.168.101.13,50720,192.168.100.174,49153,BENIGN,PortScan
[<Flag 2 (S)>],4,TCP,192.168.101.13,50720,192.168.100.174,10616,BENIGN,PortScan
[<Flag 2 (S)>],3,TCP,192.168.101.13,50720,192.168.100.174,389,BENIGN,PortScan
[<Flag 2 (S)>],4,TCP,192.168.101.13,50720,192.168.100.174,8085,BENIGN,PortScan
[<Flag 2 (S)>],3,TCP,192.168.101.13,50720,192.168.100.174,6969,BENIGN,PortScan
[<Flag 2 (S)>],3,TCP,192.168.101.13,50720,192.168.100.174,3905,BENIGN,PortScan
[<Flag 2 (S)>],4,TCP,192.168.101.13,50720,192.168.100.174,898,BENIGN,PortScan
[<Flag 2 (S)>],5,TCP,192.168.101.13,50720,192.168.100.174,8701,BENIGN,PortScan
[<Flag 2 (S)>],3,TCP,192.168.101.13,50720,192.168.100.174,5269,BENIGN,PortScan
[<Flag 2 (S)>],4,TCP,192.168.101.13,50720,192.168.100.174,1009,BENIGN,PortScan
[<Flag 2 (S)>],3,TCP,192.168.101.13,50720,192.168.100.174,513,BENIGN,PortScan
[<Flag 2 (S)>],4,TCP,192.168.101.13,50720,192.168.100.174,6100,BENIGN,PortScan
[<Flag 2 (S)>],3,TCP,192.168.101.13,50720,192.168.100.174,2522,BENIGN,PortScan
[<Flag 2 (S)>],3,TCP,192.168.101.13,50720,192.168.100.174,32782,BENIGN,PortScan
[<Flag 2 (S)>],3,TCP,192.168.101.13,50720,192.168.100.174,3372,BENIGN,PortScan
[<Flag 2 (S)>],11,TCP,192.168.101.13,50720,192.168.100.174,3800,BENIGN,PortScan
[<Flag 2 (S)>],4,TCP,192.168.101.13,50720,192.168.100.174,1032,BENIGN,PortScan
